1	100	-10.0	10.0	100
57.58	948044.7247599999
98.99	4830706.9282949995
29.29	123995.11724499997
79.8	2528334.28
12.12	8627.371839999998
22.22	53915.428439999996
51.52	678579.2982400003
80.81	2625714.8950050003
33.33	182990.84738499994
18.18	29420.092360000002
24.24	70094.96991999999
84.85	3040235.925624999
87.88	3378240.6505599995
93.94	4127588.0477199997
67.68	1541093.9593600007
17.17	24754.236265000007
58.59	998928.4676950001
48.48	565143.0601599998
1.01	-10.858694999999999
90.91	3740413.176654999
100.0	4980283.0
41.41	351724.5299049999
59.6	1051601.16
27.27	99974.577115
77.78	2340856.25796
50.51	639352.7480549999
38.38	279825.4735600001
8.08	2514.23776
21.21	46854.989605
63.64	1280799.60352
60.61	1106093.710705
97.98	4684156.167160001
28.28	111554.16096000001
30.3	137328.355
26.26	89225.45668000002
11.11	6626.118954999999
70.71	1757911.4163549992
23.23	61651.785535
89.9	3616952.1750000007
75.76	2162883.1196800005
4.04	292.17312000000004
6.06	1040.4578799999997
47.47	530463.311815
20.2	40439.55999999999
78.79	2433391.703995001
32.32	166795.31104
82.83	2827913.8781350004
3.03	112.81883499999995
74.75	2077383.609375
55.56	851520.4508800001
44.44	434992.29471999995
85.86	3150270.3710800004
19.19	34638.23059500001
43.43	405921.668235
61.62	1162437.0288399998
14.14	13761.270520000002
35.35	218460.581875
37.37	258241.2589649999
92.93	3995700.203985001
34.34	200202.30132000006
0.0	-17.0
42.42	378176.04964000004
10.1	4960.784999999999
45.45	465418.838125
7.07	1671.206415
71.72	1834462.40544
88.89	3496238.3026449997
15.15	16955.734375000004
94.95	4262346.656875
16.16	20609.75328
91.92	3866652.2166399998
53.54	761781.06612
46.46	497232.20748000004
5.05	591.0831249999999
83.84	2932794.0643200004
40.4	326536.19999999995
86.87	3262928.3097150004
73.74	1994167.5929199995
13.13	10995.452685000002
68.69	1611258.1023449998
64.65	1342880.6781250003
9.09	3600.4609450000003
95.96	4400006.940479999
81.82	2725564.4580399995
2.02	22.111240000000002
31.31	151584.78325499996
76.77	2250697.0328649995
49.49	601302.3615450001
65.66	1406936.1562799995
52.53	719378.434585
54.55	805818.1018749998
36.36	237796.59808
72.73	1913204.1612850002
66.67	1472996.947015
25.25	79275.890625
39.39	302580.150895
69.7	1683520.2850000004
96.97	4540599.807565
56.57	898919.022165
62.63	1220662.0234349999
