2	50	-3.0	3.0	100
0.62	0.96	2.54
0.19	0.46	1.11
0.98	0.55	2.08
0.05	0.97	1.99
0.37	0.92	2.21
0.4	0.23	0.8600000000000001
0.61	0.87	2.35
0.54	0.36	1.26
0.28	0.29	0.86
0.02	0.68	1.3800000000000001
0.57	0.83	2.23
0.24	0.16	0.56
0.76	0.31	1.38
0.22	0.39	1.0
0.15	0.38	0.91
0.71	0.8	2.31
0.79	0.63	2.05
0.14	0.98	2.1
0.1	0.85	1.8
0.27	0.26	0.79
0.65	0.09	0.8300000000000001
0.75	0.43	1.6099999999999999
0.29	0.34	0.97
0.86	0.45	1.76
0.47	0.89	2.25
0.9	0.17	1.24
0.68	0.64	1.96
0.01	0.35	0.71
0.97	0.52	2.01
0.2	0.94	2.08
0.58	0.42	1.42
0.77	0.32	1.4100000000000001
0.31	0.37	1.05
0.17	0.59	1.3499999999999999
0.48	0.27	1.02
0.18	0.07	0.32
0.25	0.41	1.0699999999999998
0.93	0.79	2.5100000000000002
0.96	0.7	2.36
0.26	0.44	1.1400000000000001
0.95	0.0	0.95
0.45	0.62	1.69
0.09	0.66	1.4100000000000001
0.36	0.3	0.96
0.85	0.54	1.9300000000000002
0.33	0.04	0.41000000000000003
0.72	0.61	1.94
0.8	0.56	1.9200000000000002
0.11	0.67	1.4500000000000002
0.16	0.21	0.58
0.87	0.24	1.35
0.84	0.51	1.8599999999999999
0.43	0.72	1.8699999999999999
0.35	0.58	1.5099999999999998
0.83	0.53	1.8900000000000001
0.41	0.03	0.47
0.92	0.12	1.1600000000000001
0.46	0.69	1.8399999999999999
0.99	0.02	1.03
0.12	0.57	1.2599999999999998
0.3	0.84	1.98
0.38	0.08	0.54
0.74	0.18	1.1
0.78	0.25	1.28
0.06	0.15	0.36
0.6	0.91	2.42
0.44	0.77	1.98
0.34	0.9	2.14
0.32	0.49	1.3
0.82	0.11	1.04
0.94	0.86	2.66
0.04	0.48	1.0
0.59	0.13	0.85
0.66	0.06	0.78
0.91	1.0	2.91
0.64	0.71	2.06
0.89	0.05	0.99
0.07	0.33	0.73
0.52	0.01	0.54
0.39	0.65	1.69
0.69	0.47	1.63
0.08	0.93	1.9400000000000002
0.13	0.75	1.63
0.73	0.81	2.35
0.0	0.73	1.46
0.49	0.95	2.3899999999999997
0.67	0.19	1.05
0.56	0.99	2.54
0.63	0.28	1.19
0.88	0.78	2.44
0.23	0.1	0.43000000000000005
0.03	0.14	0.31000000000000005
0.81	0.74	2.29
0.21	0.6	1.41
1.0	0.22	1.44
0.42	0.76	1.94
0.51	0.2	0.91
0.7	0.88	2.46
0.55	0.82	2.19
0.53	0.4	1.33
